"","text","sentiment"
"7622","Battle to Retake Syrian City Turns Into a Geopolitical Test of the War","Neutral"
"7623","Israeli Military Shoots Down Rockets Fired From Egypt","Negative"
"7624","Tillerson Tells Mexico Counterpart He Will Visit in Coming Weeks  Official","Neutral"
"7625","Canada Says Very Worried by Israel s Move to Legalize Settlements","Very Negative"
"7626","Canada Announces  70M in Development Aid for Haiti","Neutral"
"7627","Trump Says Courts Too Political  No Travel Ban Ruling on Wednesday","Neutral"
"7628","Israeli Military Responds to Tank Fire From Syria","Negative"
"7629","Former Prime Minister Is Elected President of Struggling Somalia","Negative"
"7630","Brazil Judge Suspends Nomination of Temer Ally as Minister","Neutral"
"7631","UK PM May Quashes Attempts to Derail Her Brexit Plan in Parliament","Neutral"
"7632","Fire Tears Through Manila Slum  Leaving 15 000 Homeless","Negative"
"7633","Israel Finds Cave Said to Have Contained Dead Sea Scrolls","Very Negative"
"7634","White House Says U S  in Touch With Yemen Amid Concerns About Commando Raid","Negative"
"7635","VW Denies Reports Board Members Got Early Warning of Scandal","Very Negative"
"7636","Canada Says Would Respond if U S  Imposed New Border Tariffs","Neutral"
"7637","WTO  Brazil Accuses Canada of Unfairly Supporting Bombardier","Very Negative"
"7638","Suspect in Louvre Attack Says He Did Not Get Orders From Islamic State","Neutral"
"7639","Alec McCowen  a West End and Broadway Star  Dies at 91","Negative"
"7640","UK Foreign Minister No Longer Has U S  Citizenship  U S  Treasury List","Neutral"
"7641","At Least 5 Dead in Central African Republic Violence","Negative"
"7642","6 More Turkish Fugitives Enter Greece  Plan to Seek Asylum","Positive"
"7643","Trump  Aviation Executives to Discuss Infrastructure Thursday  Sources","Neutral"
"7644","Submarine Case Is Haunting Netanyahu at a Critical Time","Very Negative"
"7645","Syrian Red Crescent Says Volunteers Wounded in Aleppo Shelling","Neutral"
"7646","U S  Commander Expects Recapture Soon of Islamic State Strongholds","Neutral"
"7647","Russian Man Builds Church of Snow for Village Without Chapel","Neutral"
"7648","Pope Francis Rebukes Myanmar Over Treatment of Rohingya","Neutral"
"7649","Pope s Plea  Pray for Myanmar Muslims","Negative"
"7650","Trump Presidency Heralds New Era of Closer Ties With Egypt","Neutral"
"7651","Trump Presidency Heralds New Era of Closer Ties With Egypt","Neutral"
"7652","Authorities  Colombian National Abducted in Southern Mali","Neutral"
"7653","Family s Return to Rebuild Aleppo Street Points to Syria s Future","Neutral"
"7654","Canada Foreign Minister Will Oppose U S  Border Tariffs","Negative"
"7655","ICRC Suspends Work in Afghanistan After 6 Staff Killed","Negative"
"7656","Indonesia  Australian Military Officials Meet Over Papua Row","Neutral"
"7657","Islamic State Sees Chance to Revive Fortunes in Trump Presidency","Positive"
"7658","Brazilian Governor Wants More Troops to Help Quell Violence","Very Positive"
"7659","European Space Agency to Help NASA Take Humans Beyond Moon","Positive"
"7660","Ivory Coast Government in Talks With Mutinying Elite Troops","Positive"
"7661"," Alice in Wonderland  Collection Fetches 88 000 Dollars at Auction","Neutral"
"7662","Hungary  Bronze Antiquities Found in Truck Date to 900 BC","Neutral"
"7663","The French Election  As Twisty as an Alpine Road","Neutral"
"7664","Congo Opposition Demands New Government Before Repatriating Leader s Body","Negative"
"7665","Group of Neo Nazis Erect Huge Swastika in Southern Germany","Neutral"
"7666","Poland to Address EU s Concerns on Its Rule of Law Around Feb  20","Negative"
"7667","Italy to Ramp Up Migrant Deportations  Minister","Neutral"
"7668","US Secret Service Trains Estonia to Handle Cyber Threats","Negative"
"7669","Belgian Authorities Detain 11 During Anti Terror Raids","Negative"
"7670","Fire Under Control After China Chemical Plant Explosion  No Injuries","Neutral"
"7671","U S  Says Islamic State s Syria Stronghold Could Be Isolated in Weeks","Negative"
"7672","Gunfire Erupts in Somali Capital During Vote  Possibly in Celebration Witness","Neutral"
"7673","Belgium Holds 11 People in Hunt for Syria Returnee Fighters","Neutral"
"7674","Don t Build Walls  Pope Francis Says","Neutral"
"7675","Militants Kill 6 Red Cross Workers in Afghanistan","Very Negative"
"7676","German Right Wingers Angry About Syria Monument in Dresden","Neutral"
"7677","SE  Central Europe States Eye Closer Border Cooperation to Deter Migrants","Negative"
"7678","Factbox  Who Decides Whether Scotland Holds a New Independence Referendum ","Neutral"
"7679","Brazil State Wants More Troops Amid Crime Wave Due to Police Strike","Very Negative"
"7680","Pirates Kidnap Seven Russians  One Ukrainian in Nigerian Waters","Neutral"
"7681","Germany Wary of Russian Propaganda Campaign  Lacks Proof","Very Negative"
"7682","US Commander  Mosul and Raqqa Should Be Retaken in 6 Months","Neutral"
"7683","Portuguese Teens Who Left Names on Auschwitz Gate Sentenced","Neutral"
"7684","Germany Arrests Russian Accused of Joining IS in Syria","Negative"
"7685","Colombia  Accusation Against Santos Made by Ally of Foes","Negative"
"7686","EU  US Experts Oversee Vetting of Albania s Judiciary","Neutral"
"7687","7 Russian Sailors  1 Ukrainian Kidnapped in Nigerian Waters","Neutral"
"7688","Electricity Cable Aims to Link Cyprus  Egypt  Greece","Neutral"
"7689","Nigeria s Buhari Is Well  in No Danger  Talks to Vice President Daily Minister","Neutral"
"7690","Colombia s Santos Calls for Probe of Odebrecht Role in 2014 Campaign","Neutral"
"7691","Did Kuwait Copy Trump s Travel Ban  Not Quite","Neutral"
"7692","Exclusive  More Than 1 000 Feared Killed in Myanmar Army Crackdown on Rohingya U N  Officials","Very Negative"
"7693","Rights Groups Challenge Israel s New Settlements Law in Court","Neutral"
"7694","Russia Deploys Air Defense Missiles for Massive Drills","Neutral"
"7695","Czech Government Doubles Quota for Ukrainian Workers","Neutral"
"7696","Hungary Plans to Detain Migrants While Asylum Requests Assessed","Neutral"
"7697","Gunfire as Ivory Coast Tries to End Special Forces Revolt","Negative"
"7698","Alan Simpson  Writer of Classic British Sitcoms  Dies at 87","Neutral"
"7699","Zimbabwe Judge Orders Protesting Pastor to Be Freed on Bail","Negative"
"7700","German  Uruguayan Leaders Hope to Advance EU Mercosur Talks","Neutral"
"7701","Tanzania to Seek German Reparations Over Colonial Acts","Neutral"
"7702","TV Entertainer Cleared in Second UK Sex Abuse Trial","Negative"
"7703","Egyptian Exports to Gaza Signal Better Ties With Hamas","Positive"
"7704","In Istanbul  Surprise That Trump Towers Complex Is Linked to Trump","Negative"
"7705","Dutch Royal Couple Pays Tribute to Buchenwald Victims","Neutral"
"7706","A 360 Degree View of China s Deadly Smog","Negative"
"7707","The Latest  Romania Protests Continue for 9th Night in Snow","Negative"
"7708","Driven From Iraq by Islamic State  Family Struggles to Make It to U S ","Negative"
"7709","Syrian Jets Carry Out Deadly Strikes on Rebel Held Homs District","Negative"
"7710","Islamic State Claims Responsibility for Afghan Supreme Court Attack","Neutral"
"7711","Aleksei Navalny  Viable Putin Rival  Is Barred From a Presidential Run","Negative"
"7712","Airstrikes on Rebel Held Syrian District Kill 9 Civilians","Negative"
"7713","Germany Plans Four Way Meeting on Ukraine Crisis","Negative"
"7714","There Should Not Be a Second Scottish Independence Vote  UK PM May s Spokesman","Neutral"
"7715","Russia Completes S 300 Missile Systems Supplies to Iran in 2016 TASS","Neutral"
"7716","Russian Police Arrest 9 Hacking Suspects","Neutral"
"7717","GSK Warns Profits to Be Hit by Generic Drugs Competition","Neutral"
"7718","Turkish Plan to Drive Islamic State From Raqqa Under Discussion Erdogan Spokesman","Neutral"
"7719","Romanian Government Survives No Confidence Motion Over Graft Debacle","Neutral"
"7720","UK PM May Says an Independent Scotland Would Not Be in the European Union","Neutral"
"7721","Armed Men Kidnap Colombian Nun in Southern Mali","Neutral"
"7722","Madonna Faced Sharp Questions in Malawi Adoption Process","Positive"
"7723","South Africa s Amplats CEO Injured by Buffalo","Negative"
"7724","German Police Evacuate School Near Leipzig  Search for Explosives","Neutral"
"7725","Red Cross Suspends Afghanistan Operations After Six Aid Workers Killed","Very Negative"
"7726","The Latest  EU Nations to Keep Balkan Migrant Route Shut","Neutral"
"7727","Yemen Keeps Counter Terrorism Operations With U S  Despite Raid","Negative"
"7728","Cambodia Promises Harsher Drug Crackdown as Arrests Soar","Neutral"
"7729","Kuwait Welcomes Iran s Readiness for Dialogue With Gulf Kuwaiti State News","Neutral"
"7730","Thailand s Next Election in Exactly One Year  Deputy PM","Neutral"
"7731","Trump Travel Ban Shows U S  Misunderstanding of Anti Terror Duties  Chinese State Media","Very Negative"
"7732","Yemen Seeks  Reassessment  of Deadly US Raid","Negative"
"7733","Austrian Deputy Mayor Invites Constituents Join Him in Sauna","Neutral"
"7734","Israeli Rights Groups Move to Strike Down Settlement Law","Very Negative"
"7735","UN Agency Seeks  2 1B to Help War Stricken Yemenis This Year","Neutral"
"7736","China Punishes Former Minister  Deputy in Graft Probe","Negative"
"7737","Zimbabwe s Top Court Throws Out Case Against Mugabe","Neutral"
"7738","South Sudan President to Seek Election in 2018  Spokesman","Neutral"
"7739","Gunmen in Northern Afghanistan Kill 6 Red Cross Staff","Very Negative"
"7740","U N  Needs  2 1 Billion to Avert Famine in Yemen","Negative"
"7741","British House of Commons Passes Bill Authorizing Brexit","Neutral"
"7742","German Agency Working to Clear Backlog of 435 000 Asylum Cases","Positive"
"7743","Russian Tattoo Artist Turns Abuse Scars Into Butterflies","Very Negative"
"7744","Polls Show French Far Right Le Pen Winning Election First Round  but Losing Knockout","Neutral"
"7745","Court Bars Russian Opposition Leader From Presidential Race","Negative"
"7746","Indian Fire Kills Pakistani Laborer in Kashmir","Negative"
"7747","EU Fines 3 Battery Recycling Companies for Forming Cartel","Neutral"
"7748","Kenya Arrests Three Over UK Linked Voting Forms Scandal","Negative"
"7749","Qatar Says Producers Sticking to Oil Output Cuts","Neutral"
"7750","Russia Opposition Leader Navalny Says Kremlin Sabotaging His Presidential Bid","Negative"
"7751","Duterte Defends Drugs War  Rejects Advice of  Idiot  Ex Colombia President","Very Negative"
"7752","Greek Firefighters Take to Streets Over Hiring Conditions","Neutral"
"7753","Pope Repeats  Bridges Not Walls  After Trump Travel Ban","Neutral"
"7754","Two Turkish Soldiers Killed  15 Slightly Wounded in Syria Army","Negative"
"7755","Poland s Top Politician Pleased by Talks With Merkel","Neutral"
"7756","Sri Lanka to Ask UN for More Time to Probe War Crimes","Positive"
"7757","4 Killed as Extremists Hit Hotel in Somalia s Puntland Area","Very Negative"
"7758","Pope Issues Stinging Criticism of Myanmar s Treatment of Rohingya","Very Negative"
"7759","Turkey Backed Forces Make Important Progress in Syria  Foreign Minister Says","Positive"
"7760","Strike by Berlin Airports  Staff Forces Flight Cancellations  Delays","Very Negative"
"7761","Before the Wall  Life Along the U S  Mexico Border","Neutral"
"7762","France s Fillon Appeals to Voters  Retains Party Backing","Neutral"
"7763","Swede Who Made Numbers and Facts Entertaining Dies at 68","Negative"
"7764","Amid Tensions  China Planning Polices to Attract Taiwanese","Neutral"
"7765","15 Nations Focus on Keeping Balkan Migrant Route Shut","Neutral"
"7766","Turkey Backed Syrian Forces Seize Strategic Al Bab Hills  Turkish Military","Neutral"
"7767","Raids in Germany  Britain in Probe Linked to Syria Militants","Neutral"
"7768","Australia Probes Coal Spill Near Great Barrier Reef","Positive"
"7769","Searches in Germany  Britain Focus on Islamist Suspects  Prosecutor","Neutral"
"7770","Shanty Town Fire in Philippines Leaves 15 000 Homeless","Negative"
"7771","Syria Rejects Amnesty s Report of Mass Hangings as  Untrue ","Very Negative"
"7772","Violence Spreads in Paris Suburbs  17 More Arrests","Positive"
"7773","Australian Security Law Watchdog Urges Scrapping of Indefinite Detention","Neutral"
"7774","Thai King s Daughter Given Goodwill Role With U N  Crime Body","Negative"
"7775","Separatist Commander Assassinated in Eastern Ukraine","Neutral"
"7776","Iran Displays Ancient Persian Artifacts Returned From the US","Neutral"
"7777","Scottish Government Set to Demand Legal Right to New Independence Referendum  Newspaper","Positive"
"7778","White House Weighs Designating Iran  8217 s Revolutionary Guard a Terrorist Group","Positive"
"7779","Myanmar Says It Killed Bangladeshi Fisherman in Self Defence","Negative"
"7780","Turkish Led Forces Advance Into Outskirts of Syrian City","Neutral"
"7781","UN  120 000 Nigerians Likely Face Boko Haram Created Famine","Negative"
"7782","AP Interview  Romanian President Praises Protesters","Neutral"
"7783","Ground Staff Strike at German Airports  Flights Scrapped","Negative"
"7784","U S  Educated Former Prime Minister Wins Somali Presidential Vote","Positive"
"7785","With Golf and Gifts  Japan s Abe Cuts Own Path With Trump","Neutral"
"7786","SoftBank Quarterly Profit Soars on Investment Empire","Neutral"
"7787","Home Grown Streaming App Helps Pakistan s Musicians Find Voice","Positive"
"7788","CIA Chief to Visit Turkey in Sign of Improving Ties With US","Neutral"
"7789","New Nasdaq Record on Mixed Day for US Stocks as Oil Rebounds","Neutral"
"7790","South Africa s Zuma to Deploy 400 Soldiers at State Address","Neutral"
"7791","Erdogan  Trump Agree to Act Together on Syria s Al Bab  Raqqa  Turkish Sources","Neutral"
"7792","Violence Spreads in Paris Suburbs After Police Rape Accusation","Very Negative"
"7793","Japan Broad Trade Surplus at 9 Year High on Weaker Yen","Negative"
"7794","Japan s Abe to Propose New Cabinet Level Talks With United States  Government Official","Neutral"
"7795","Turkey Sacks 4 400 More Civil Servants  Including Teachers and Police","Positive"
"7796","Southwestern Pakistan Rattled by Magnitude 6 4 Earthquake","Negative"
"7797","Angolan Rebels Call on Oil Region to Boycott Election","Negative"
"7798","Malaysia Seizes Pig Hair Brushes After Muslims Complain","Very Negative"
"7799","Palestinians Fear Being Sidelined by Trump White House","Negative"
"7800","After Court Victory  Egypt Rights Lawyer Eyes Presidency Bid","Positive"
"7801","Germany s Social Democrats Hit Highest in Forsa Poll Since Oct  2012","Neutral"
"7802","Mexicans Back President s Trump Snub Despite Mounting Disapproval","Very Negative"
"7803","Islamist Gunmen Kill Four Guards in Hotel Attack in Somalia","Very Negative"
"7804","China Halts Construction at Major Lotte Project Amid THAAD Tension","Negative"
"7805","Erdogan  Trump Agree Joint Action Against Islamic State in Syria  Turkish Sources","Neutral"
"7806","Bipartisan US Lawmakers Urge Trump to Sanction Venezuela","Neutral"
"7807","China Global Trade Settled in Yuan Drops to More Than 3 Year Lows StanChart","Positive"
"7808","Mexicans Back President s Trump Snub Despite Mounting Disapproval","Very Negative"
"7809","Sinkhole Opens Up Near Australian Prime Minister s Sydney Home","Neutral"
"7810","White House Weighs Designating Iran  8217 s Revolutionary Guard a Terrorist Group","Positive"
"7811","Japan Wants Trump to Understand Country s Trade Issues Govt Spokesman","Negative"
"7812","2nd Colombian Rebel Group Steps Up to the Table for Peace Talks","Positive"
"7813","Many Apply  Few Qualify  Canada Rejects Indian Status for Thousands","Neutral"
"7814","El Salvador Top Court OKs Civil Trial for Its Former Chief","Neutral"
"7815","Exclusive White House Eyeing Executive Order Targeting  Conflict Minerals  Rule  Sources","Negative"
"7816","Tzvetan Todorov  Literary Theorist and Historian of Evil  Dies at 77","Very Negative"
"7817","Yemen Withdraws Permission for U S  Antiterror Ground Missions","Neutral"
"7818","White House Weighs Terrorist Designation for Muslim Brotherhood","Neutral"
"7819","Joyous Africans Take to the Rails  With China s Help","Positive"
"7820","Colombia s Santos May Have Received Odebrecht Contributions","Neutral"
"7821","Colombia President s Campaign Allegedly Took Odebrecht Cash  Official","Neutral"
"7822","China Says United States Should  Brush Up on  South China Sea History","Neutral"
"7823","Trump Reiterates U S  Support to Turkey in Call With Erdogan  White House","Positive"
"7824","British PM Anticipates Call for Scottish Independence Referendum  Report","Neutral"
"7825","Australia Mail Chief Makes  4 3M  10 Times More Than the PM","Positive"
"7826","Trump Travel Restrictions Hit Demand for Visits to U S   Study","Neutral"
"7827","Diversity to Rock the Runway at New York Fashion Week","Neutral"
"7828","UN Urges More Airline Passenger Info in Anti Terror Fight","Very Negative"
"7829","EU Top Diplomat Discusses Russia  Iran Nuclear Deal With Tillerson","Neutral"
"7830","Shifting Afghan Frontlines Make Aid Work Harder  More Dangerous","Very Negative"
"7831","Modi s Reforms Meet Realpolitik in Key Indian State Election","Neutral"
"7832","Exclusive Trump Border  Wall  to Cost  21 6 Billion  Take 3 5 Years to Build  Internal Report","Neutral"
"7833","U S   China Military Planes Come Inadvertently Close Over South China Sea","Neutral"
"7834","Official  Military Force of UN Mission Will Likely Go Soon","Neutral"
"7835","In Setback for Trump  Judges Reject Travel Ban","Very Negative"
"7836","Today in Mosul  Retaken Parts of ISIS Stronghold Return to Life","Neutral"
"7837","Puerto Rico Nationalist Unexpectedly Returns After Term Cut","Negative"
"7838","Widening Crackdown  Egypt Shutters Group That Treats Torture Victims","Negative"
"7839","Explanatory Memorandum by Muslim Brotherhood From 1991","Neutral"
"7840","New Zealanders Race to Save Whales After 400 Stranded","Neutral"
"7841","Trump and Abe to Talk  Why They Are Meeting and What They ll Discuss","Neutral"
"7842","Dutch Police Say Seize Materials to Make One Billion Ecstasy Pills","Positive"
"7843","Mexico Arrests Businessman Wanted in US for Money Laundering","Neutral"
"7844","Paris to Increase Security Around Eiffel Tower","Neutral"
"7845","Diners  Michelin Guide Unveils Newly Starred Restaurants in France","Neutral"
"7846","Chilean Workers Launch Strike at World s Top Copper Mine","Negative"
"7847","Egypt Shuts Torture Victims Treatment Center  Lawyer","Negative"
"7848","Exiled Former President of Maldives Plans to Seek Office Again","Neutral"
"7849","Apple Boss Tim Cook Optimistic About UK s Future Outside EU","Neutral"
"7850","Kenyan Court Blocks Plan to Close Dadaab Refugee Camp","Neutral"
"7851","U S  VP Pence Heralds  New Day  in Relations With Turkey  Turkish PM s Office","Neutral"
"7852","Palestinian Intelligence Chief Meets US Security Officials","Neutral"
"7853","Syria War Seethes Despite Cease Fire","Neutral"
"7854","Russian Airstrike Kills 3 Turkish Soldiers in Syria in  Friendly Fire ","Neutral"
"7855","Spanish Docker Strike Seen Disrupting Key Export Chains","Negative"
"7856","U N  Considering Removing Military Peacekeepers From Haiti  Official","Neutral"
"7857","Glass Wall Proposed to Replace Eiffel Tower Metal Fencing","Neutral"
"7858","Ireland Asks EU for  Invisible  Post Brexit UK Border","Negative"
"7859","New Syrian Jihadist Alliance Vows to Step Up Attacks Against Army","Negative"
"7860","Brawl in South Africa s Parliament as Opposition EFF Lawmakers Ejected","Negative"
"7861","Lawmaker  UK Speaker Should Quit for Criticizing Trump","Negative"
"7862","Baltic States Seek More NATO Help Ahead of Russian Exercise","Very Positive"
"7863","Greece Pressured to Improve Migrants  Living Conditions","Neutral"
"7864","L Oreal Confirms It s Considering Sale of The Body Shop","Neutral"
"7865","Keynote Zuma Speech Disrupted as Lawmakers Brawl  Walk Out","Neutral"
"7866","Trump Opposes Undermining Japan s Control of Disputed Islands  U S  Official","Very Negative"
"7867","A Bilingual Cameroon Teeters After English Speakers Protest Treatment","Negative"
"7868","Britain Says Concerned by Conviction of Russian Opposition Leader Navalny","Very Negative"
"7869","Peter Mansfield  Nobel Winner for Work on MRI  Dies at 83","Negative"
"7870","Teacher Wins Berlin Compensation Case Over Muslim Headscarf","Neutral"
"7871","Trump May Turn to Arab Allies for Help With Israeli Palestinian Relations","Positive"
"7872","Eastern Forces Strike Base in Central Libya as Rival Groups Clash in Tripoli","Very Negative"
"7873","Caribbean Reports Record of 29M Visits","Neutral"
"7874","Russian Foreign Ministry Says Ready to Cooperate With NATO in Afghanistan  TASS","Neutral"
"7875","Nigerian Government Takes Over Biggest Airline  Arik Air","Neutral"
"7876","US Judge Finds That Rwandan Man Was Active in 1994 Genocide","Negative"
"7877","Dutch Get Creative to Solve a Prison Problem  Too Many Empty Cells","Very Negative"
"7878","French Investigators Interview Fillon Children in Job Probe","Neutral"
"7879","Syrian Army Secures Villages on Southern Edge of IS Held Al Bab State Media","Neutral"
"7880","Academics Call Time on  100 000 Cancer Drugs","Negative"
"7881","Fillon Popularity Tumbles  Macron  Hamon Climb French Elabe Poll","Negative"
"7882","U S  General Seeks  a Few Thousand  More Troops in Afghanistan","Positive"
"7883","Top Selling Greek Daily Ta Nea Suspends Publication","Neutral"
"7884","Monarch Butterfly Numbers Drop by 27 Percent in Mexico","Neutral"
"7885","Exclusive In Call With Putin  Trump Denounced Obama Era Nuclear Arms Treaty","Neutral"
"7886","France s Macron Seen Beating Le Pen in Runoff Poll","Neutral"
"7887","Russia Looking to Undermine NATO  U S  in Afghanistan U S  General","Negative"
"7888","French Farmer Faces Risk of Prison for Helping Migrants","Very Negative"
"7889","UK  France Scramble Jets to Monitor Russian Bombers Near Their Airspace","Negative"
"7890","Nine Republican Senators Urge Trump to Pursue Tough Russia Policy","Neutral"
"7891","2 Arrested in Central Germany on Suspicion of Plotting Attack","Very Negative"
"7892","Pension Crisis Forces Puerto Rico Retirees to Rethink Future","Negative"
"7893","UK Defense Chief  No Doubt About Trump s NATO Commitment","Negative"
"7894","Having Fled Fighting  Iraqis and Syrians Learn to Code","Neutral"
"7895","Palestinian Opens Fire in Israeli Market  Injuring Four  Police","Neutral"
"7896","U S  General Calls for Review of Relationship With Pakistan","Neutral"
"7897","Israel Apologizes Over Questioning of American Activist","Neutral"
"7898","Kremlin Blames Poor Coordination for Accidental Killing of Turkish Soldiers in Syria  RIA","Very Negative"
"7899"," No Time to Waste   EU s Hahn Tells Macedonia s Leaders as Crisis Festers","Neutral"
"7900","The Fight Starts Now  UK s Corbyn Criticized After Brexit Battle Cry","Very Negative"
"7901","Hungary to Put Asylum Seekers in Border Container Camp","Neutral"
"7902","French Court  Dating Site Can Keep Promoting Infidelity","Neutral"
"7903","German Court Convicts Far Right Politician Over Arson Attack","Neutral"
"7904","EU Official Urges Macedonia to Quickly Form New Government","Neutral"
"7905","Russia Confirms Its Planes Accidentally Killed Three Turkish Soldiers in Syria  RIA","Negative"
"7906","Trump Criticizes Billions in Spending on U S  Air Traffic Control","Neutral"
"7907","Over 100 Dead in Brazil as Police Strike Spurs Anarchy","Very Negative"
"7908","U S  General Wants Thousands More Troops to Break Afghan Stalemate","Very Negative"
"7909","Kremlin Blames Poor Coordination for Accidental Killing of Turkish Soldiers in Syria RIA","Very Negative"
"7910","Germany Arrests Suspected Member of Afghanistan s Taliban","Neutral"
"7911","European Police Vow to Coordinate More in Race Against Islamist Threat","Very Negative"
"7912","British PM May Says Trump Immigration Order Was Wrong","Negative"
"7913","Russia s Putin Has Not Been Invited to G7 Summit Italy","Neutral"
"7914","Putin and Erdogan Agree to Step Up Military Coordination in Syria  Kremlin","Neutral"
"7915","Several Killed in Bomb Attack in Syria s Homs City State Tv","Very Negative"
"7916","Poland s Key Foreign Policy Tasks EU Reforms  Fending Off Russia","Neutral"
"7917","Residents Can Play Soccer Again in Mosul  Without IS Rules","Neutral"
"7918","For Roma in France  Education Is an Elusive Path to Integration","Negative"
"7919","Scottish Lawmakers Whistle the European Anthem","Neutral"
"7920","German Town Stops Playing Kids  Song After Vegan Complains","Negative"
"7921","Romanian Justice Minister Quits After Graft Decree Debacle","Very Negative"
"7922","Britain Tells Scotland  No Need for Second Independence Referendum","Neutral"
"7923","South African Lawmakers Brawl During Protest of President","Negative"
"7924","UN Expert  Tunisia Must Speed Up Reviews of Terror Cases","Negative"
"7925","Prosecutors Seek Maximum Sentence for Alleged Cyber Bully","Negative"
"7926","Experts  Romania Uses Nationalism in Anti Corruption Fight","Negative"
"7927","Eiffel Tower to Get Anti Terrorist Glass Barrier Round Base","Neutral"
"7928","Turkey Detains Four Islamic State Suspects Planning Attacks","Negative"
"7929","Britain Limits Lone Child Refugees to 300  Sees Criticism","Very Negative"
"7930","More Than 700 Protest Against Government in Nigerian Capital","Very Negative"
"7931","Somalis Celebrate After Election of Former U S  State Worker as President","Positive"
"7932","Sweden s Moderates Support Falls After Reaching Out to Anti Immigration Party","Neutral"
"7933","Burn an American Flag  Some Iranians Are Saying No","Neutral"
"7934","France Gets 70 New Starred Restaurants in Michelin Guide","Neutral"
"7935","EU Pledges 75 Million Euro Aid to Gambia After Two Year Suspension","Neutral"
"7936","German Court Halts Plan to Deepen Elbe River Over Rare Plant","Neutral"
"7937","Cyprus Leaders Try to Narrow Differences Before March Summit","Neutral"
"7938","Hungary Stands Ready to Build Second Fence on Southern Border","Neutral"
"7939","Possible Trump EU Envoy  US Suspicious of  Anti American  EU","Negative"
"7940","Romania Justice Minister Quits Over Anti Graft Law Protests","Very Negative"
"7941","Thai Junta Sets  Reconciliation Talks  for Valentine s Day","Neutral"
"7942","Belgium Investigates Failed Cyber Attack After Airport Bombing","Very Negative"
"7943","Belgium Conference to Counter Trump s Anti Abortion Plan","Neutral"
"7944","Romanian Justice Minister Resigns From Government","Neutral"
"7945","South Sudan Peace Deal Monitors Reveal New Violations","Positive"
"7946","Cleaner Robot Pulled From Fukushima Reactor Due to Radiation","Neutral"
"7947","Aid Ship to Help Rohingyas Arrives in Myanmar  Greeted by Protest","Neutral"
"7948","Israel Protests Belgium PM s Meeting With Critical Groups","Very Negative"
"7949","Giant Screens Across UK Bring David Hockney iPad Drawings to Life","Neutral"
"7950","Romania s Constitutional Court Says Won t Rule on Withdrawn Graft Decree","Negative"
"7951","Five Turkish Soldiers Killed in Clashes With Islamic State in Syria Dogan Agency","Negative"
"7952","Belgium  US Youth Linked to Cyberattack on Brussels Airport","Neutral"
"7953","Hottest Cut of All Gaza Barber Wields Blowtorch","Neutral"
"7954","Gas Explosion Kills 5 Workers  Injures 9 in Southern Iran","Negative"
"7955","Members of UK Sex Grooming Gang Face Deportation to Pakistan","Neutral"
"7956","Zimbabwean Pastor and Protest Organizer Is Released on Bail","Negative"
"7957","UK s Foreign Secretary Renounces US Citizenship","Neutral"
"7958","Egypt Shuts Down Organization Treating Torture Victims","Very Negative"
"7959","Gambia Will Reverse Its ICC Withdrawal  EU Official Says","Neutral"
"7960","Bangladesh Says Stopping Rohingya Militants  Allowing  Helpless  Refugees","Negative"
"7961","The Latest  French Activist Defiant Ahead of Migrant Ruling","Negative"
"7962","NATO Summit With Trump on May 25  Belgium Says","Neutral"
"7963","Jobs  Integrity Top Voter Concerns in French Bellwether City in Reuters Poll","Negative"
"7964","NATO Allies Lock in U S  Support for Stand Off With Russia","Positive"
"7965","India Denies Pakistan Claim of Building Secret Nuclear City","Negative"
"7966","Islamic State Links to Philippine Militants  Very Strong   Minister","Positive"
"7967","In French Bellwether City  Scandal Deepens Election Uncertainty","Negative"
"7968","The Latest  CIA Chief Arrives in Turkey to Discuss IS","Neutral"
"7969","Macron to Beat Le Pen in French Election Run Off Vote  Says Opinionway Poll","Negative"
"7970","Turkey Detains 4 IS Suspects  Seizes 24 Suicide Attack Belts","Very Negative"
"7971","Blast in French Nuclear Plant s Machine Room  No Radiation","Neutral"
"7972","Germany Completes Return of 300 Tons of Reserve Gold From US","Positive"
"7973","Russian Hackers Get Burned in Deal With Russia s Spy Agency","Negative"
"7974","Thai Police Charge Australian in Girlfriend s Boating Death","Negative"
"7975","In Sweden  Television Team Convicted of Human Smuggling","Negative"
"7976","Kosovo Oppos n Lawmaker Detained for Disrupting Parliament","Neutral"
"7977","Trump Tells Xi Jinping U S  Will Honor  One China  Policy","Positive"
"7978","Abe Hopes to Avoid Landing in Rough in Golf Outing With Trump","Negative"
"7979","Russia Calls NATO Moves in Baltics  Poland and Germany a Threat RIA","Negative"
"7980","Kremlin  No Ukraine  Deal  With US Possible","Neutral"
"7981","Kenyan Court Says Closing Dadaab Refugee Camp Would Be Unconstitutional","Negative"
"7982","Fire at French Nuclear Power Plant Takes Reactor Off Grid  Operator Says No Associated Nuclear Risk","Neutral"
"7983","Exiled Maldives Leader to Stand for 2018 Presidency","Neutral"
"7984","Russian  Friendly Fire  Kills 3 Turkish Soldiers in Syria","Neutral"
"7985","South Sudan Fighting Reaches  Worrying Proportions  U N  Mission","Negative"
"7986","International Red Cross Suspends Activities in Afghanistan","Negative"
"7987","Polish Official Highlights Security  Russian Aggression","Negative"
"7988","Increasing Opposition in Philippines to War on Drugs  U N  Official","Negative"
