"","text","sentiment"
"7127","AP FACT CHECK  Pelosi Lacks Facts to Back Up Trump Criticism","Very Negative"
"7128","Trump Attacks Restrictions on Big Banks  Retirement Advisers","Negative"
"7129","Trump Executive Order on Voter Fraud Quietly Stalled","Negative"
"7130","On Foreign Policy  Trump Still Speaking Campaign Language","Neutral"
"7131","Ivanka Trump Plays Big Role Even Without White House Title","Neutral"
"7132","Trump Seeks an Ally  or at Least an Ear  in W Va  Democrat","Neutral"
"7133","Refugee Resettlement Agencies Brace for Funding Loss","Negative"
"7134","Inquirer Writer Lyon Keeps Working With Alzheimer s","Neutral"
"7135","Police Recover Baby in Stolen Car  Suspect Shoots Self","Negative"
"7136","US Suspends Enforcement of Travel Ban  DOJ Appeals","Neutral"
"7137","Justice Department Will Not File Immediate Stay Against Seattle Immigration Ruling","Neutral"
"7138","Ryan Reynolds  at Harvard  Balks at Making Fun of Tom Brady","Positive"
"7139","Trump s Nominee for Army Secretary Withdraws His Name","Neutral"
"7140","Trump s Pick for Army Secretary Drops Out","Neutral"
"7141","Today in History","Neutral"
"7142","Emirates  Etihad  Qatar to Let Barred Passengers on U S  Flights","Neutral"
"7143","Dakota Access Pipeline to Start in Second Quarter  Stakeholder","Neutral"
"7144","Lawyer  Iranian Family Thrilled Baby to Be Treated in US","Neutral"
"7145","A T F  Plans to Send More Agents to Chicago to Curb Violence","Positive"
"7146","Fact Check  Trump s Immigration Order","Neutral"
"7147","Idaho Governor Says Christian Refugees Deserve Priority","Positive"
"7148","Vincent Viola  Nominee for Army Secretary  Drops Out","Neutral"
"7149","Trump s Pick for Army Secretary Drops Out  Military Times","Neutral"
"7150","Trump Executive Order on Voter Fraud Quietly Stalled","Negative"
"7151","U S  Customs Give Airlines Green Light to Board All Visa Holders After Seattle Ruling","Neutral"
"7152","State Department Informed of Court Ruling on Trump s Immigration Order  Spokesperson","Neutral"
"7153","Federal Agency Considers Bolstering Force in Chicago to Fight Crime","Negative"
"7154","Trust Records Show Trump Is Still Closely Tied to His Empire","Positive"
"7155","The Latest  Seattle Port CEO Secretly Gave Himself Pay Raise","Neutral"
"7156","Alaska s Rejection of Plan for Pot Use at Stores Gets Cloudy","Very Negative"
"7157","School Chief Blames Trump for Attack  Drawing the Ire of GOP","Very Negative"
"7158","Appeals Court Stays Texas Man s Execution for 2004 Slaying","Neutral"
"7159","Refugee Resettlement Agencies Brace for Funding Loss","Negative"
"7160","Ivanka Trump and Jared Kushner Said to Have Helped Thwart L G B T  Rights Rollback","Negative"
"7161","Water Shutdown Hits North Carolina College Town","Neutral"
"7162","Teen Can t Plead Guilty but Mentally Ill in School Stabbings","Very Negative"
"7163","Affordable Care Act Sign Ups Dip Amid Uncertainty and Trump Attacks","Negative"
"7164","Lawyer  Singapore Teen Seeking Asylum Detained Until Hearing","Neutral"
"7165","Hawaiian Airlines Jet Was Forced to Avoid Cessna on Takeoff","Negative"
"7166","US Judge Temporarily Blocks Trump s Travel Ban Nationwide","Neutral"
"7167","Seattle Judge Grants Nationwide Temporary Restraining Order on Trump Immigration Ban","Neutral"
"7168","Shortage of Philadelphia Transit Cars Expected Due to Cracks","Very Negative"
"7169","A Small Ohio Town Clamors to Curb Aggressive Policing","Very Negative"
"7170","The Latest  After Game  Hyundai Airs Ad Filmed During Game","Neutral"
"7171","Mold Repair Work Beginning at Mark Twain s Historic Home","Neutral"
"7172","Super Bowl Ads Normally Avoid Politics  but Not This Year","Neutral"
"7173","Tiffany   Co  CEO Resigns Amid Company s Financial Concerns","Negative"
"7174","Travelers Arrive in US to Hugs and Tears After Ban Is Lifted","Neutral"
"7175","Trump Says Pence Will Lead Voter Fraud Panel","Neutral"
"7176","The Latest  Pats Pull of Biggest Super Bowl Comeback","Positive"
"7177","Defying Uncaring Image  New York Subway Riders Erase Swastikas From Car","Very Negative"
"7178","Restaurant Owner Vows to Continue Charitable Work After Fire","Positive"
"7179","The Latest  Man Arraigned on Murder Charge in Jogger s Death","Very Negative"
"7180","Trump Ban Blocked  Spokesman Says Iranian Woman Back in US","Neutral"
"7181","Idaho Judge Orders No Sex for Man Convicted of Rape","Neutral"
"7182","Brady Leads Biggest Comeback  Patriots Win 34 28 in OT","Positive"
"7183","Los Angeles Marchers Protest Trump Orders on Oil Pipelines","Negative"
"7184","Cincinnati Zoo s Prematurely Born Hippo Takes First Steps","Neutral"
"7185","Pence  Education Pick DeVos Will Be Confirmed With His Vote","Neutral"
"7186","Man Killed in Mountain Ice Accident Lived Near Los Angeles","Negative"
"7187","Shyamalan s  Split  Leads Box Office for Third Weekend","Negative"
"7188","Where Trump s Travel Ban Stands","Neutral"
"7189","At Liberal Columbia U  Gorsuch Raised a Conservative Voice","Negative"
"7190","Trump Clashes Early With Courts  Portending Years of Legal Battles","Neutral"
"7191","Police  DNA Leads to Arrest in Strangling of NYC Jogger","Neutral"
"7192","Authorities  Florida Girl  5  Killed in Accidental Shooting","Very Negative"
"7193","Michigan Leads Effort to Shift Workers Away From Pensions","Neutral"
"7194"," Zootopia  Wins at Annie Awards and Looks Poised for Oscars","Neutral"
"7195","Milwaukee Sheriff s Star Rises  but He Remains Polarizing","Neutral"
"7196","For Trump Foes  Democratic Gains May Remain Elusive in 2018","Negative"
"7197","North Carolina Water Authority Says Service Back to Normal","Neutral"
"7198","Chicago Woman Says Beau Didn t Help Her Kill Mom in Bali","Neutral"
"7199","Rodin Museum Fetes Sculptor With Passion Themed Installation","Positive"
"7200","What the Fluff  An American Lunchbox Icon Is Turning 100","Neutral"
"7201","Trump s Week  Moments of Calm Amid the Chaos","Neutral"
"7202","Police  Wal Mart Customer Fatally Shoots Suspected Thief","Negative"
"7203","Unpredictable Trump Foreign Policy May Test US Spy Alliances","Negative"
"7204","House GOP Lawmakers Face Tough Questions on Health Care","Neutral"
"7205","New York Man to Face Murder Charge in Killing of Queens Jogger","Very Negative"
"7206","Iranian Americans Feel Stuck  Confused  Afraid of Travel Ban","Very Negative"
"7207","Columbus Showcase to Feature Ohio City s Notable Boxers","Neutral"
"7208","Trump  When Asked About Putin  Says US Isn t  So Innocent ","Negative"
"7209","Super Bowl Online  See the Game  Learn Some New Taunts","Neutral"
"7210","Activists  Charities Must Move Galas From Trump s Mar a Lago","Negative"
"7211","Why It s a Good Idea to File Your Taxes Early","Positive"
"7212","The Latest  Iranian Researcher Turned Away  Arrives at JFK","Neutral"
"7213","US  Oceanic Whitetip Shark Warrants  Threatened  Listing","Very Negative"
"7214","Taylor Swift s Pre Super Bowl Show Might Be Her Only in 2017","Very Positive"
"7215","A Look at How a President Can Exercise His Authority","Neutral"
"7216","Trump s Go It Alone Strategy Carries Its Own Risks","Very Negative"
"7217","White House Predicts Courts Will Reinstate Travel Ban","Neutral"
"7218","2 Dead  2 Injured After Van Soars Over Los Angeles Freeway","Very Negative"
"7219","Justice Department Appeals Judge s Immigration Order","Neutral"
"7220","Today in History","Neutral"
"7221","Trump  Asked Again About Putin  Suggests U S  Isn t  So Innocent ","Negative"
"7222","New York Police Question Man in Connection With Grisly Howard Beach Murder","Very Negative"
"7223","One Hiker Killed  Four Injured in Fall Down California  Ice Chute ","Very Negative"
"7224","Sterling K  Brown of  This Is Us  Welcomes Super Bowl Unity","Very Positive"
"7225","Immigration Chaos and Long Nights Led to Washington s Court Win","Neutral"
"7226","Tomlinson  Warner  Davis Part of 7 Man Hall of Fame Class","Positive"
"7227"," So Called  Judge Criticized by Trump Is Known as a Mainstream Republican","Negative"
"7228","Priest Abuse Victims  Group Founder Resigns After 29 Years","Negative"
"7229","How Attorneys General Became Democrats  Bulwark Against Trump","Neutral"
"7230","Remains Confirmed as Those of Missing Texas College Student","Neutral"
"7231","How Court Battle Over Travel Ban Could Unfold","Neutral"
"7232","Trump  Militant Attacks  All Over Europe   Some Not Reported","Neutral"
"7233","San Diego  Tijuana Mayors Extol Virtues of Cross Border Ties","Neutral"
"7234","Police  Ankle Monitor Helps Tie Suspect to House Burglary","Neutral"
"7235","Major Outdoor Retailer Event to Consider Moving Out of Utah","Neutral"
"7236","Texas Blocks Release of F1 s US Grand Prix Payment Details","Positive"
"7237","Golden Valley UPS Store Owner Returns Misplaced Package","Neutral"
"7238","U S  EPA Employees Protest Trump s Pick to Run Agency","Negative"
"7239","AP FACT CHECK  Trump Says Terrorism Acts Ignored  Evidence ","Very Negative"
"7240","Florida Man Sentenced to 30 Years in Prison for Mosque Fire","Negative"
"7241","Ex Medical Marijuana Officials Charged for Illegal Shipment","Negative"
"7242","Scores of EPA Workers Object to Trump s Pick to Lead Agency","Neutral"
"7243","Anti Trump Protests Complicate Start of His Presidency","Negative"
"7244","The Latest  Judges Who Ruled in Brady Case All Praise Game","Positive"
"7245","California Grandmother Convicted of Killing Her Son In Law","Very Negative"
"7246","Debate Over Onsite Use of Pot in Alaska Stores Continues","Neutral"
"7247","California Democrats Counter Trump s Threat to Defund","Negative"
"7248","2 Armed Open Carry Advocates Arrested Inside Police Station","Neutral"
"7249","Trump Supporters  What Do You Think of the President s Policies ","Neutral"
"7250","Aide  Alabama s Ex Gov Siegelman to Be Released From Prison","Negative"
"7251","The Latest  South Dakota Patrol Says Security Worked Right","Positive"
"7252","U S  Could Grant Final Permit for Dakota Pipeline as Soon as Friday  Government Lawyer","Neutral"
"7253","The Stories of Travelers Arriving in US After Ban Is Halted","Neutral"
"7254","How Major US Stock Market Indexes Fared on Monday","Neutral"
"7255","Trump Says Journalists  Have Their Reasons  to Play Down Terror Threat","Very Negative"
"7256","Box Office Top 20  Shyamalan s  Split  Stays No  1 Again","Neutral"
"7257","North Carolina s Bathroom Law Puts NCAA Events at Risk  Official","Negative"
"7258","Rare Snow Shuts Seattle Area Schools  Cuts Power for 100 000","Neutral"
"7259","Prosecutor  Ohio Inmate Slain While Riding in Transport Van","Neutral"
"7260","Montana Examines Death Penalty After Judge Blocks Executions","Very Negative"
"7261","White House Confident It Will  Prevail  on Travel Ban","Neutral"
"7262","New Arrests in Deadly 1993 Los Angeles Apartment Arson","Negative"
"7263","AP FACT CHECK  Obama Didn t Order Silence for Muslim Prayers","Neutral"
"7264"," ISIS Is on a Campaign of Genocide   Trump Says","Negative"
"7265","Michigan Lawmaker Resigns to Resolve Criminal Loan Charges","Negative"
"7266","AP Explains  Can Trump Deny Funds to Sanctuary Cities ","Negative"
"7267","Prosecutors  Bergdahl to Get Fair Trial Despite Trump Jabs","Positive"
"7268","State  TV Maker Improperly Tracked Consumers  Viewing Habits","Negative"
"7269","New York Mafia Informant Loses Lawsuit Against FBI","Negative"
"7270","Meteor Lights Up the Night Sky Over Illinois and Wisconsin","Neutral"
"7271","Some Boston Globe Editions Suggest Patriots Lost Super Bowl","Neutral"
"7272","Lawmakers Again Propose Prison Time for Leaving Kids in Car","Negative"
"7273","Lucky Delivery  Law Allows for Lottery Tickets by Courier","Neutral"
"7274","Trump Remarks Latest Evidence of Health Law Repeal Slowdown","Neutral"
"7275","Watchdog Group That Fought Catholic Church Faces Upheaval","Negative"
"7276","Michigan Republican s Tweets About Protesters Condemned","Negative"
"7277","Gas Pump Advertising Campaign Targets Indiana Fuel Tax Hike","Neutral"
"7278","APNewsBreak  Wisconsin Student Abandons Pro White Group","Neutral"
"7279","Alaska Town s New Inupiat Name to Stay    for Now","Neutral"
"7280","The Latest  Ex Convict Sentenced to 30 Years in Mosque Fire","Neutral"
"7281","The Latest  Lawyer Defends Release of Police Shooting Videos","Neutral"
"7282","Branstad Says He s Completed Paperwork for Diplomatic Post","Positive"
"7283","In One Facebook Post  Three Misleading Statements by President Trump About His Immigration Order","Negative"
"7284","Official Asks Texas Rangers to Help Find Lost Brady Jersey","Neutral"
"7285","Mom Sentenced for Giving Baby Methadone  Causing Her Death","Negative"
"7286","Suspect Gets 30 Years in Florida Mosque Fire","Negative"
"7287","2 Kansas Men Spared Prison in Prosecution Over State Gun Law","Negative"
"7288","Woman Admits Poisoning Weightlifter Husband With Antifreeze","Neutral"
"7289","Pennsylvania Lawmakers Resume Push for 20 Week Abortion Ban","Neutral"
"7290","AP FACT CHECK  No Arrests From 7 Nations in Travel Ban  Nope","Neutral"
"7291","The Latest  Democrat Backs Agriculture Secretary Nominee","Neutral"
"7292","South Dakota Lawmaker Hits Panic Button to Test Security","Negative"
"7293","Icahn Says He ll Sell Ex Taj Mahal Casino  Blames NJ Pol","Neutral"
"7294","Chicago Aquarium Euthanizes More Than 90 Year Old Lungfish","Positive"
"7295","Justice Department Urges Appeals Court to Reinstate Trump s Travel Ban","Neutral"
"7296","Man Wounded in Shooting With South Carolina Police Officers","Neutral"
"7297","Groups Slam Louisiana s Public Defender System in Lawsuit","Neutral"
"7298","Senate in Round The Clock Session to Confirm Trump Cabinet","Neutral"
"7299","Poached Eggs  2 Louisiana Men Fined for Unlawful Egg Taking","Negative"
"7300","Texas Restaurant Owner Shrugs Off  America First  Slight","Neutral"
"7301","Supreme Court Pick Meets With Dems as GOP Applies Pressure","Positive"
"7302","Upstate NY Digging Out of 5 to 8 Feet of Lake Effect Snow","Neutral"
"7303","Mylan Agreed to Pay  96 5 Million in Provigil Antitrust Class Action","Neutral"
"7304","Oceanfront Owners Ask Judge to Block Jersey Shore Dunes","Neutral"
"7305","West Virginia Distributing 8 000 Overdose Antidote Kits","Neutral"
"7306","Gorsuch Seen as Business Friendly on Labor  Workplace Issues","Neutral"
"7307","Missouri Becomes 28th State With Optional Union Dues","Neutral"
"7308","Cleveland Settles Woman s Excessive Force Lawsuit for  2 25M","Negative"
"7309","Pats  Owner Kraft Has Won 5 Rings  but 1 Belongs to Putin","Neutral"
"7310","Man Convicted in Killings of Woman  Boy Witness Loses Appeal","Negative"
"7311","British Speaker Opposes Letting Trump Address Parliament","Neutral"
"7312","Missouri Man Gets Probation in 8 Year Old Driver s Death","Negative"
"7313","Man Kicked in Face by Dover Officer Got  300 000","Neutral"
"7314","Red Light Camera Company to Pay  20M to Settle Chicago Suit","Neutral"
"7315","Sheriff s Deputy Charged With Seeking Naked Photos From Girl","Neutral"
"7316","Woman Dragged Off Plane Pleads Guilty to Disorderly Conduct","Very Negative"
"7317","Traveling Exhibition Features Rockwell s  Four Freedoms ","Neutral"
"7318","Police  Wal Mart Customer Fatally Shoots Would Be Thief","Negative"
"7319","Academy President Introduces Politics at Oscar Luncheon","Neutral"
"7320","Officials  Man Who Killed Officer Died by Police Gunfire","Very Negative"
"7321","Judges Who Ruled in Brady Case Unanimous in Praise of Game","Positive"
"7322","An Uncertain Wait Ends for U S  Bound Refugees Stuck in Jordan","Very Negative"
"7323","Brady Gives Credit to His Mom  White for Super Bowl MVP Win","Very Positive"
"7324","Lawyer  Police Responsible for Ambulance Problems at Protest","Very Negative"
"7325","Pats Comeback Earns Fan Date With Tennis Star Genie Bouchard","Neutral"
"7326","TBI  Authorities Shoot Driver Following Tennessee Chase","Neutral"
"7327","Rick Pitino Accuser Moved From Prison to Halfway House","Negative"
"7328","Bon Voyage  Bao Bao  National Zoo Panda Heads to China Soon","Neutral"
"7329","Kobe Bryant Memorabilia Stolen From Ex NBA Star s Alma Mater","Negative"
"7330","Not Guilty Plea From Man Who Shot Ex NFL Player McKnight","Neutral"
"7331","5 New Hotels Under Development in Downtown Providence","Neutral"
"7332","Dominion Resources Plans to Change Name to Dominion Energy","Neutral"
"7333","University Student Gets 3 Years  Probation in Cybercrime","Neutral"
"7334","A Guide to Celebrating Mardi Gras in New Orleans","Neutral"
"7335","Asian Stocks Decline After Wall Street Falls","Very Negative"
"7336","Sinkhole Not Worsened by Super Bowl Fans  Halftime Flushing","Neutral"
"7337","Liz Weston  The Never Ending Car Payment","Neutral"
"7338","Spring Break Alternative  A Road Trip in Southeast Mexico","Negative"
"7339","Washington University Lifts Suspension of Men s Soccer Team","Neutral"
"7340","Pizza Hut Manager Goes to Super Bowl While Boss Dishes Pies","Positive"
"7341","Meteor Over Lake Michigan Lights Up Sky in Several States","Neutral"
"7342","China s First Large Homemade Passenger Jet to Fly in 2017","Neutral"
"7343","Markets Right Now  Oil Price Slump Pulls Energy Stocks Lower","Neutral"
"7344","Sheriff  Suspect in Triple Killing Wanted in Home Invasion","Very Negative"
"7345","Woman Captive for Decade Hopes New TV Role Helps the Missing","Positive"
"7346","Gov  Signs Bill Making Missouri 28th Right To Work State","Positive"
"7347","Man Wants Anne Frank Story Shared Through National Monument","Neutral"
"7348","Virginia Mom Charged in 6 Year Old Daughter s Shooting Death","Negative"
"7349","Parole Hearing Set for NY Woman Who Helped 2 Killers Escape","Neutral"
"7350","Cops  Woman Used  1 2M Forged Check to Try to Buy House","Negative"
"7351","Abduction Feared  but Girl Was in Car That Rolled From Home","Neutral"
"7352","Lady Gaga Follows Up Super Bowl Show With Tour Announcement","Positive"
"7353","The Latest  White House Issues List of 78 Attacks","Very Negative"
"7354","Joyous Reunions as Travel Ban Is Lifted","Neutral"
"7355","California Today  Tackling Los Angeles s Deadly Smog","Negative"
"7356","FDNY Enlists Diverse Firefighter Group to Attract Recruits","Neutral"
"7357","Man Charged With Murder in Fatal Shooting of 4 at Nightclub","Very Negative"
"7358","Police  Trooper Shot Man With Knife at Virginia Rest Area","Negative"
"7359","Georgia Deputy Inhales Liquid Nitrogen While Rescuing Woman","Neutral"
"7360"," Stranger Things  Season 2 Set to Hit Netflix on Halloween","Negative"
"7361","White House Says Bathrobe Anecdote Is All Wet","Neutral"
"7362","Shortage of Philadelphia Transit Cars Expected to Continue","Negative"
"7363","Cuban Player Smuggling Trial Resumes for Agent  Trainer","Neutral"
"7364","Airbnb Follows Super Bowl Ad With Call to House 100K in Need","Positive"
"7365","Suspect in Florida Mosque Fire May Plead No Contest","Negative"
"7366","Final El Faro Investigative Hearings Focus on Ship Safety","Neutral"
"7367","10 Things to Know for Tuesday","Neutral"
"7368","As Trump Vows Building Splurge  Famed Traffic Choke Point Offers Warning","Very Negative"
"7369","What to Watch in Congress  Confirmation Votes  Regulation Rollbacks","Neutral"
"7370","Reading Between the Lines for Gorsuch s Views on Abortion","Neutral"
"7371","Tech Firms Take Stand Against Travel Ban  Risking Backlash","Neutral"
"7372","Walker s Wisconsin Could Be a Model for Trump on Unions","Neutral"
"7373","Being a White House Kid Comes With Pluses and Minuses","Positive"
"7374","Trump s Early Foreign Travel Schedule Taking Shape","Neutral"
"7375","The Latest  Arguments Set for Tuesday Over Trump Travel Ban","Neutral"
"7376","Trump Says Media  Doesn t Want to Report  Extremist Attacks","Very Negative"
"7377","Appeals Court Weighs Trump Ban as Travelers Arrive to Tears","Neutral"
"7378","Trump s Week  Brief Calm Amid More Chaos","Positive"
"7379","Kerry and Albright Ask Courts to Keep Blocking Trump s Travel Ban","Neutral"
"7380","Gorsuch Was a Conservative Voice at Liberal Columbia U","Negative"
"7381","Republicans Seek Distance From Trump s Comments on Putin  US","Neutral"
"7382","US Spy Alliances May Be Tested by Unpredictable Trump","Negative"
"7383","A Look at Supreme Court Nominee s Judicial Philosophy","Positive"
"7384","Trump s Supreme Court Pick Adheres Closely to Constitution","Positive"
"7385","AP FACT CHECK  Reality in Washington Took a Beating","Neutral"
"7386","Travelers Denied Entry a Week Ago  Now Arriving in US","Negative"
"7387","Tales From a Train  Travelers Tell Stories of Their Journey","Neutral"
"7388","Court Weighs Halting Release of Police Video of Shootings","Neutral"
"7389","Bennett Doesn t Fear Backlash for Skipping White House Trip","Negative"
"7390","College Responds to Trump s Order With Refugee Scholarship","Neutral"
"7391","Free Tuition  Not the Same as Free College  Students Say","Neutral"
"7392","16 Year Old Victim in Ohio School Shooting Back Home","Neutral"
"7393","Patriots Fans Take to Streets of Boston to Celebrate Victory","Very Positive"
"7394","Boston Mayor   Fire Up the Duck Boats  for Patriots Parade","Neutral"
"7395","Sweetest of All  Patriots Reign in Mighty Super Bowl Rally","Positive"
"7396","AP PHOTOS  Editor Selections From the Past Week in Asia","Neutral"
"7397","Today in History","Neutral"
"7398","10 Things to Know for Monday","Neutral"
"7399","Lifting of Travel Ban Sets Off Rush to Reach U S ","Neutral"
"7400","The President Has Much Power Over Immigration  but How Much ","Neutral"
"7401","Trump Protesters Borrow From Tea Party to Put Pressure on Lawmakers","Neutral"
"7402","At Cosseted  Winter White House   Outside World Intrudes on Trump","Neutral"
"7403","Trump Says Health Law Replacement May Not Be Ready Until Next Year","Neutral"
"7404","Trump and Staff Rethink Tactics After Stumbles","Negative"
"7405","Jim Mattis Seeks to Soothe Tensions in Japan and South Korea","Positive"
"7406","Lady Gaga Delivers a Show Big on Flash and Inclusiveness","Neutral"
"7407","Scott Pruitt Is Seen Cutting the E P A  With a Scalpel  Not a Cleaver","Neutral"
"7408","Scott Pruitt s Climate Change Plan From 2014","Neutral"
"7409","A Resettlement Mission Upended by the Sweep of a President s Pen","Neutral"
"7410","Trump Faces Uphill Battle to Overcome Court s Hold on Travel Ban","Neutral"
"7411"," So Called Judge  Derided by Trump Known for Fairness  Work With Youth","Neutral"
"7412","Nightclub Massacre  Some Patrons Upset at Not Getting Funds","Negative"
"7413","Arkansas House Passes Bill Aimed at Collecting Amazon Taxes","Neutral"
"7414","3 Face Murder Charges in 1993 Los Angeles Apartment Fire","Negative"
"7415","Colbert Reaches a Ratings Milestone at Start of Trump Era","Neutral"
"7416","Lawsuit  Trump Cabinet Nominee Has Not Turned Over Records","Neutral"
"7417","USDA Says Removal of Animal Welfare Records Not Final","Neutral"
"7418","AP FACT CHECK  Trump Botches Murder Rate","Negative"
"7419","Analysis  Trump Paints Dark Picture in Defense of Travel Ban","Negative"
"7420","Disney s Wonderful World May Be Too Good to Last","Very Positive"
"7421","Houston Police Still Searching for Missing Brady Jersey","Neutral"
"7422","Issues Facing Republicans in Replacing Affordable Care Act","Negative"
"7423","Attorney  NC Novelist Reaches Plea Deal in 2001 Murder Case","Very Negative"
"7424","The Latest  Documents Detail Evidence in Texas Student Death","Negative"
"7425","Live Analysis  Oral Arguments on Trump s Immigration Order","Neutral"
"7426","Idaho Man Admits to Federal Hate Crime in Killing of Gay Man","Very Negative"
"7427","The Top 10 Books on Apple s iBooks US","Neutral"
"7428","Gold Coins  Posh Trips Form Backdrop in Utah Bribery Trial","Neutral"
"7429","The Top iPhone and iPad Apps on App Store","Neutral"
"7430","The Top 10 Movies on the iTunes Store","Neutral"
"7431","GOP Lawmakers to Meet With Leaders of Black Colleges","Neutral"
"7432","Tennessee Anti Abortion Groups at Crossroads on Restrictions","Neutral"
"7433","Baltimore Police Say Officer Fatally Shot Man Who Held Gun","Negative"
"7434","The 51 50 Vote to Confirm DeVos","Neutral"
"7435","A Timeline of the Dakota Access Oil Pipeline","Neutral"
"7436","Response Program Aids Laid Off Employees in Aberdeen","Neutral"
"7437","Zoo Staff Feeding  Warming 3 Newborn Malayan Tigers","Neutral"
"7438","Tennessee Prison Used  Trump  Security Stamp on Visitors","Negative"
"7439","Agency s Bankruptcy Dashes Adoption Hopes Across U S ","Neutral"
"7440","How Major US Stock Market Indexes Fared on Tuesday","Neutral"
"7441","The Latest  Arguments Over Trump s Travel Ban Conclude","Neutral"
"7442","For a New President  an Election That Won t Fade","Neutral"
"7443","The Latest  Leader Says Tribe  Undaunted  by Pipeline Notice","Positive"
"7444","Concern Grows for Bald Eagle With Leg Trap Attached to Foot","Very Negative"
"7445","Tornado Rips Through New Orleans","Neutral"
"7446","University of Missouri Launches Institute for Korean Studies","Neutral"
"7447","9 Year Old  Mini Trump  to Visit Rhode Island State House","Neutral"
"7448","Army to Allow Completion of Dakota Access Oil Pipeline","Neutral"
"7449","Mom Says She Caught Day Care Worker Breastfeeding Her Child","Neutral"
"7450","Afghanistan War Getting Little Notice From Trump White House","Negative"
"7451","Oregon School District Bans Confederate Flag After Fight","Neutral"
"7452","Affidavit  Argument Preceded College Student s Disappearance","Neutral"
"7453","Why the US Trade Gap Could Obstruct Trump s Economic Vision","Negative"
"7454","Fired Officer Held for Vehicular Homicide After Boy Dies","Negative"
"7455","Controversial Dakota Pipeline to Go Ahead After Army Approval","Negative"
"7456","Schumer Says He Has  Serious Concerns  About Gorsuch","Negative"
"7457","California School Bus Crash Critically Injures Student","Negative"
"7458","Arkansas Breaks From Other Red States on Sanctuary Campuses","Negative"
"7459","Senior Democrat Says Trump Court Pick Avoided Questions  Like the Plague ","Negative"
"7460","Tornadoes Tear Path of Destruction Through Louisiana  At Least 20 Hurt","Very Negative"
"7461","Tornadoes Tear Through New Orleans and Surrounding Areas","Neutral"
"7462","First Navy SEAL to Become Admiral Dies at 93","Negative"
"7463","Berkeley Probes  Hands Off  Police Response to Protest Chaos","Very Negative"
"7464","The Top 10 Audiobooks on Audible com","Positive"
"7465","The Latest  Handyman Accused of Child Rape   I m Not Evil ","Positive"
"7466","Stomach Bug  the Flu  Several Tennessee School Systems Shut","Negative"
"7467","Growth in Consumer Borrowing Slowed in December","Negative"
"7468","Senate Roll Vote on Education Pick Betsy DeVos","Neutral"
"7469","Trump Questions Lawmakers  Efforts to Curb Asset Seizures by Police","Neutral"
"7470","Trump Backs Negotiating Drug Prices Under Medicare  White House","Neutral"
"7471","Donald Trump Jr  Takes Over Washington Hotel Near White House","Neutral"
"7472","Trump Jokes About  Destroying  Senator s Career","Neutral"
"7473","Man Accused of Road Rage Shooting Suspected in More Cases","Very Negative"
"7474","Texas Senate Votes to OK Contentious  Sanctuary Cities  Bill","Negative"
"7475","While Bolts Bolt  Beane to Run for San Diego City Council","Neutral"
"7476","US  Russian Heavyweight Boxers Square Off in Doping Case","Neutral"
"7477","As Trump Fears Fraud  GOP Votes to Kill Election Commission","Very Negative"
"7478","Biden Gets a Job  and Obama Goes Kitesurfing","Neutral"
"7479","Our Articles on the Attacks Trump Says the Media Didn t Cover","Negative"
"7480","Playwright Lorraine Hansberry Among Women Hall of Fame Class","Positive"
"7481","Trump  Japan s Abe to Spend Time at Trump Resort in Fla  After Meeting  White House","Neutral"
"7482","US Panel Warns Trump Change on One China Policy  Dangerous ","Negative"
"7483","Virginia Cop s Retrial Begins in Teen s Shooting at Car Wash","Neutral"
"7484","Florida Woman Whose  Stand Your Ground  Defense Was Rejected Is Released","Negative"
"7485","Gorsuch Paid  3 28 Million by Former Firm  Under 2005 Deal","Neutral"
"7486","In Libel Suit  Melania Trump Cites Loss of Chance to Make Millions","Negative"
"7487","Judge Says Dakota Pipeline Protest Suit Unlikely to Succeed","Very Negative"
"7488","Pennsylvania Governor Seeks  2 Billion of Cuts in Proposed Budget","Neutral"
"7489","Police Face Complaints About  Third Shift Terror Squad ","Very Negative"
"7490","First Lady Says High Profile Could Mean Millions for Brand","Negative"
"7491","Air Base  Arizona Woman Burned After Finding Military Flare","Very Negative"
"7492","Court Weighs Sentence of Lone Woman on Ohio s Death Row","Very Negative"
"7493","Walker Budget  5 Percent University of Wisconsin Tuition Cut","Neutral"
"7494","Valentine Art in NY s Times Square Uses Immigration Theme","Neutral"
"7495","Homeland Security Chief Admits Travel Ban Was Rushed","Neutral"
"7496","Toddler Dies After Being Left in Hot Car in Miami","Negative"
"7497","The Latest  Tornado Damages New Orleans NASA Facility","Negative"
"7498","House Votes to Block Obama Rules on Public Lands  Education","Neutral"
"7499","Tour Companies Say American Travel to Iran Up in the Air","Neutral"
"7500","Immigrant Students Seek Access to State Financial Aid","Neutral"
"7501","Tornadoes Touch Down  Wreak Havoc in Southern Louisiana","Very Negative"
"7502","2nd Person Says Killing Suspect Faked Working for TV Show","Very Negative"
"7503","U S  Senate Moves Jeff Sessions Toward Confirmation as Attorney General","Neutral"
"7504","DA  Handyman Kept  Perverse Shrine  to Serial Child Rape","Very Negative"
"7505","Lawsuit  College Officials Failed in Duty to Abused Student","Very Negative"
"7506","U S   New York Accuse Firm of Scamming 9 11 Heroes  NFL Retirees","Negative"
"7507","The Latest  DeVos Sworn In as Education Secretary","Neutral"
